Node1,Node2,Jaccard
HINDALCO,ICICIBANK,0.037037037037037035
HINDALCO,PFC,0.3333333333333333
HINDALCO,SBILIFE,0.0
HINDALCO,HINDUNILVR,0.0
HINDALCO,BAJFINANCE,0.047619047619047616
HINDALCO,ULTRACEMCO,0.28125
HINDALCO,LODHA,0.21428571428571427
HINDALCO,CHOLAFIN,0.0
HINDALCO,DLF,0.3076923076923077
HINDALCO,KOTAKBANK,0.0
HINDALCO,M&M,0.13333333333333333
HINDALCO,HDFCLIFE,0.0
HINDALCO,SHRIRAMFIN,0.2727272727272727
HINDALCO,HAVELLS,0.06666666666666667
HINDALCO,ASIANPAINT,0.0
HINDALCO,SUNPHARMA,0.0
HINDALCO,BAJAJHLDNG,0.0
HINDALCO,ADANIGREEN,0.26666666666666666
HINDALCO,NAUKRI,0.0
HINDALCO,MARUTI,0.0625
HINDALCO,ETERNAL,0.0
HINDALCO,TECHM,0.0
HINDALCO,BOSCHLTD,0.0
HINDALCO,SOLARINDS,0.07692307692307693
HINDALCO,POWERGRID,0.375
HINDALCO,INDIGO,0.125
HINDALCO,ADANIENSOL,0.21739130434782608
HINDALCO,ADANIPORTS,0.2857142857142857
HINDALCO,PIDILITIND,0.0
HINDALCO,BAJAJFINSV,0.1111111111111111
HINDALCO,BHARTIARTL,0.0
HINDALCO,NTPC,0.3333333333333333
HINDALCO,HDFCBANK,0.13333333333333333
HINDALCO,MAXHEALTH,0.0
HINDALCO,AXISBANK,0.08333333333333333
HINDALCO,TVSMOTOR,0.0
HINDALCO,DMART,0.0
HINDALCO,CGPOWER,0.0
HINDALCO,INDHOTEL,0.27586206896551724
HINDALCO,GODREJCP,0.0
HINDALCO,JSWENERGY,0.2413793103448276
HINDALCO,BPCL,0.4
HINDALCO,ICICIGI,0.0
HINDALCO,RECLTD,0.3076923076923077
HINDALCO,APOLLOHOSP,0.0
HINDALCO,DIVISLAB,0.0
HINDALCO,HAL,0.3157894736842105
HINDALCO,VBL,0.0
HINDALCO,DRREDDY,0.0
HINDALCO,JIOFIN,0.0625
HINDALCO,TRENT,0.0
HINDALCO,CIPLA,0.0
HINDALCO,RELIANCE,0.3235294117647059
HINDALCO,SHREECEM,0.07142857142857142
HINDALCO,TCS,0.0
HINDALCO,LICI,0.34375
HINDALCO,AMBUJACEM,0.3023255813953488
HINDALCO,SBIN,0.35135135135135137
HINDALCO,LTIM,0.0
HINDALCO,BANKBARODA,0.3157894736842105
HINDALCO,TORNTPHARM,0.0
HINDALCO,HINDZINC,0.07692307692307693
HINDALCO,TATACONSUM,0.0
HINDALCO,WIPRO,0.0
HINDALCO,BAJAJ-AUTO,0.0
HINDALCO,ADANIPOWER,0.2413793103448276
HINDALCO,ABB,0.2916666666666667
HINDALCO,EICHERMOT,0.0
HINDALCO,INFY,0.0
HINDALCO,LT,0.275
HINDALCO,SIEMENS,0.34375
HINDALCO,ITC,0.0
HINDALCO,HCLTECH,0.0
HINDALCO,MOTHERSON,0.42857142857142855
HINDALCO,BRITANNIA,0.0
HINDALCO,ADANIENT,0.35135135135135137
HINDALCO,NESTLEIND,0.0
HINDALCO,TITAN,0.0
HINDALCO,ZYDUSLIFE,0.0
HINDALCO,IRFC,0.29411764705882354
HINDALCO,MAZDOCK,0.10526315789473684
ICICIBANK,PFC,0.28205128205128205
ICICIBANK,SBILIFE,0.058823529411764705
ICICIBANK,HINDUNILVR,0.0
ICICIBANK,BAJFINANCE,0.3333333333333333
ICICIBANK,LODHA,0.05555555555555555
ICICIBANK,CHOLAFIN,0.17647058823529413
ICICIBANK,M&M,0.05555555555555555
ICICIBANK,HDFCLIFE,0.0
ICICIBANK,ONGC,0.3055555555555556
ICICIBANK,JINDALSTEL,0.21621621621621623
ICICIBANK,HAVELLS,0.0
ICICIBANK,ASIANPAINT,0.0
ICICIBANK,PNB,0.3
ICICIBANK,SUNPHARMA,0.0
ICICIBANK,BAJAJHLDNG,0.0
ICICIBANK,NAUKRI,0.0
ICICIBANK,MARUTI,0.0
ICICIBANK,ETERNAL,0.0
ICICIBANK,VEDL,0.1794871794871795
ICICIBANK,TECHM,0.0
ICICIBANK,BOSCHLTD,0.0
ICICIBANK,SOLARINDS,0.0
ICICIBANK,POWERGRID,0.24324324324324326
ICICIBANK,GAIL,0.2558139534883721
ICICIBANK,INDIGO,0.25
ICICIBANK,ADANIENSOL,0.30434782608695654
ICICIBANK,PIDILITIND,0.0
ICICIBANK,BHARTIARTL,0.0
ICICIBANK,BEL,0.24444444444444444
ICICIBANK,NTPC,0.3157894736842105
ICICIBANK,MAXHEALTH,0.0
ICICIBANK,TVSMOTOR,0.0
ICICIBANK,DMART,0.0
ICICIBANK,CGPOWER,0.0
ICICIBANK,INDHOTEL,0.25806451612903225
ICICIBANK,GODREJCP,0.0
ICICIBANK,JSWENERGY,0.3103448275862069
ICICIBANK,BPCL,0.29411764705882354
ICICIBANK,ICICIGI,0.0
ICICIBANK,TATASTEEL,0.2926829268292683
ICICIBANK,RECLTD,0.2926829268292683
ICICIBANK,APOLLOHOSP,0.0
ICICIBANK,DIVISLAB,0.0
ICICIBANK,COALINDIA,0.2564102564102564
ICICIBANK,HAL,0.23809523809523808
ICICIBANK,VBL,0.0
ICICIBANK,DRREDDY,0.0
ICICIBANK,JIOFIN,0.1875
ICICIBANK,TRENT,0.0
ICICIBANK,CIPLA,0.0
ICICIBANK,RELIANCE,0.38235294117647056
ICICIBANK,SHREECEM,0.0625
ICICIBANK,TCS,0.0
ICICIBANK,LICI,0.25
ICICIBANK,LTIM,0.0
ICICIBANK,TATAPOWER,0.2619047619047619
ICICIBANK,TORNTPHARM,0.0
ICICIBANK,HINDZINC,0.0
ICICIBANK,TATACONSUM,0.0
ICICIBANK,WIPRO,0.0
ICICIBANK,BAJAJ-AUTO,0.0
ICICIBANK,ADANIPOWER,0.3103448275862069
ICICIBANK,ABB,0.2692307692307692
ICICIBANK,EICHERMOT,0.0
ICICIBANK,INFY,0.0
ICICIBANK,SIEMENS,0.21621621621621623
ICICIBANK,ITC,0.0
ICICIBANK,IOC,0.2571428571428571
ICICIBANK,HCLTECH,0.0
ICICIBANK,MOTHERSON,0.1
ICICIBANK,JSWSTEEL,0.32432432432432434
ICICIBANK,BRITANNIA,0.0
ICICIBANK,NESTLEIND,0.0
ICICIBANK,TITAN,0.0
ICICIBANK,ZYDUSLIFE,0.0
ICICIBANK,GRASIM,0.2631578947368421
ICICIBANK,IRFC,0.043478260869565216
ICICIBANK,MAZDOCK,0.045454545454545456
PFC,APOLLOHOSP,0.0
PFC,DIVISLAB,0.0
PFC,SBILIFE,0.02702702702702703
PFC,HINDUNILVR,0.0
PFC,BAJFINANCE,0.2222222222222222
PFC,VBL,0.0
PFC,DRREDDY,0.0
PFC,JIOFIN,0.11428571428571428
PFC,LODHA,0.11428571428571428
PFC,CHOLAFIN,0.1111111111111111
PFC,TRENT,0.0
PFC,KOTAKBANK,0.0
PFC,M&M,0.08333333333333333
PFC,CIPLA,0.0
PFC,HDFCLIFE,0.0
PFC,SHREECEM,0.027777777777777776
PFC,TCS,0.0
PFC,HAVELLS,0.08571428571428572
PFC,LTIM,0.0
PFC,ASIANPAINT,0.0
PFC,SUNPHARMA,0.0
PFC,TORNTPHARM,0.0
PFC,BAJAJHLDNG,0.0
PFC,ADANIGREEN,0.6216216216216216
PFC,NAUKRI,0.0
PFC,MARUTI,0.02631578947368421
PFC,HINDZINC,0.02857142857142857
PFC,ETERNAL,0.0
PFC,TATACONSUM,0.0
PFC,WIPRO,0.0
PFC,BAJAJ-AUTO,0.0
PFC,TECHM,0.0
PFC,BOSCHLTD,0.0
PFC,SOLARINDS,0.02857142857142857
PFC,EICHERMOT,0.0
PFC,INDIGO,0.14285714285714285
PFC,INFY,0.0
PFC,ADANIENSOL,0.3888888888888889
PFC,PIDILITIND,0.0
PFC,ITC,0.0
PFC,BHARTIARTL,0.0
PFC,HDFCBANK,0.05405405405405406
PFC,MAXHEALTH,0.0
PFC,AXISBANK,0.2972972972972973
PFC,MOTHERSON,0.2
PFC,DMART,0.0
PFC,TVSMOTOR,0.0
PFC,HCLTECH,0.0
PFC,CGPOWER,0.0
PFC,BRITANNIA,0.0
PFC,NESTLEIND,0.0
PFC,ZYDUSLIFE,0.0
PFC,TITAN,0.0
PFC,GODREJCP,0.0
PFC,GRASIM,0.1891891891891892
PFC,IRFC,0.2571428571428571
PFC,ICICIGI,0.0
SBILIFE,HINDUNILVR,0.0
SBILIFE,BAJFINANCE,0.09090909090909091
SBILIFE,ULTRACEMCO,0.03333333333333333
SBILIFE,LODHA,0.0
SBILIFE,CHOLAFIN,0.14285714285714285
SBILIFE,CANBK,0.0
SBILIFE,DLF,0.025
SBILIFE,KOTAKBANK,0.0
SBILIFE,M&M,0.0
SBILIFE,ONGC,0.0
SBILIFE,SHRIRAMFIN,0.03225806451612903
SBILIFE,JINDALSTEL,0.0
SBILIFE,HAVELLS,0.0
SBILIFE,ASIANPAINT,0.0
SBILIFE,PNB,0.0
SBILIFE,SUNPHARMA,0.0
SBILIFE,BAJAJHLDNG,0.0
SBILIFE,ADANIGREEN,0.0
SBILIFE,NAUKRI,0.0
SBILIFE,MARUTI,0.0
SBILIFE,ETERNAL,0.0
SBILIFE,VEDL,0.0
SBILIFE,TECHM,0.0
SBILIFE,BOSCHLTD,0.0
